crime_victim_id,crime_id,victim_id,role
117,99,390,Victim
118,100,325,Victim
119,101,87,Victim
120,102,301,Victim
121,102,381,Victim
122,103,272,Victim
123,104,116,Victim
124,104,488,Victim
125,105,585,Victim
126,106,274,Victim
127,107,586,Victim
128,108,500,Victim
129,109,447,Victim
130,110,546,Victim
131,111,432,Victim
132,111,488,Victim
133,112,430,Victim
134,113,12,Victim
135,114,42,Victim
136,114,391,Victim
137,115,443,Victim
138,116,227,Victim
139,117,245,Victim
140,117,370,Victim
141,118,27,Victim
142,119,270,Victim
143,120,93,Victim
144,121,574,Victim
145,122,332,Victim
146,122,231,Victim
147,123,450,Victim
148,124,241,Victim
149,125,568,Victim
150,126,67,Victim
151,127,553,Victim
152,128,31,Victim
153,128,507,Victim
154,129,267,Victim
155,130,29,Victim
156,131,153,Victim
157,132,562,Victim
158,132,399,Victim
159,133,533,Victim
160,134,503,Victim
161,135,548,Victim
162,136,328,Victim
163,136,75,Victim
164,137,412,Victim
165,137,46,Victim
166,138,195,Victim
167,139,263,Victim
168,140,39,Victim
169,141,157,Victim
170,142,252,Victim
171,143,7,Victim
172,144,244,Victim
173,145,308,Victim
174,146,409,Victim
175,147,423,Victim
176,148,412,Victim
177,149,55,Victim
178,149,340,Victim
179,150,122,Victim
180,151,21,Victim
181,152,114,Victim
182,152,202,Victim
183,153,54,Victim
184,153,245,Victim
185,154,482,Victim
186,155,87,Victim
187,155,327,Victim
188,156,472,Victim
189,157,397,Victim
190,158,194,Victim
191,159,258,Victim
192,160,68,Victim
193,161,333,Victim
194,161,413,Victim
195,162,223,Victim
196,162,98,Victim
197,163,109,Victim
198,164,350,Victim
199,165,592,Victim
200,166,330,Victim
201,167,328,Victim
202,168,12,Victim
203,168,306,Victim
204,169,203,Victim
205,170,36,Victim
206,171,352,Victim
207,172,25,Victim
208,173,425,Victim
209,174,289,Victim
210,175,116,Victim
211,176,318,Victim
212,177,1,Victim
213,178,23,Victim
214,179,277,Victim
215,180,289,Victim
216,180,491,Victim
217,181,377,Victim
218,182,507,Victim
219,183,350,Victim
220,184,564,Victim
221,185,160,Victim
222,186,124,Victim
223,187,490,Victim
224,188,28,Victim
225,189,463,Victim
226,190,121,Victim
227,191,45,Victim
228,192,378,Victim
229,193,585,Victim
230,194,13,Victim
231,195,555,Victim
232,196,29,Victim
233,197,510,Victim
234,198,316,Victim
235,199,278,Victim
236,200,143,Victim
237,200,303,Victim
238,201,384,Victim
239,201,252,Victim
240,202,284,Victim
241,203,285,Victim
242,203,111,Victim
243,204,585,Victim
244,205,253,Victim
245,206,455,Victim
246,207,80,Victim
247,208,464,Victim
248,209,600,Victim
249,210,464,Victim
250,210,153,Victim
251,211,434,Victim
252,212,9,Victim
253,213,466,Victim
254,214,538,Victim
255,215,119,Victim
256,215,423,Victim
257,216,233,Victim
258,217,364,Victim
259,218,343,Victim
260,219,158,Victim
261,219,387,Victim
262,220,156,Victim
263,221,351,Victim
264,221,382,Victim
265,222,415,Victim
266,222,53,Victim
267,223,84,Victim
268,224,504,Victim
269,224,406,Victim
270,225,95,Victim
271,226,197,Victim
272,227,291,Victim
273,228,38,Victim
274,229,310,Victim
275,230,335,Victim
276,231,10,Victim
277,232,41,Victim
278,232,466,Victim
279,233,40,Victim
280,234,17,Victim
281,234,514,Victim
282,235,206,Victim
283,236,296,Victim
284,237,493,Victim
285,238,548,Victim
286,239,507,Victim
287,239,571,Victim
288,240,534,Victim
289,240,575,Victim
290,241,141,Victim
291,242,538,Victim
292,242,103,Victim
293,243,560,Victim
294,243,305,Victim
295,244,416,Victim
296,244,555,Victim
297,245,418,Victim
298,246,422,Victim
299,247,255,Victim
300,247,136,Victim
301,248,458,Victim
302,249,249,Victim
303,249,502,Victim
304,250,466,Victim
305,251,149,Victim
306,252,570,Victim
307,253,279,Victim
308,254,576,Victim
309,255,12,Victim
310,256,555,Victim
311,257,100,Victim
312,258,210,Victim
313,259,162,Victim
314,260,456,Victim
315,260,286,Victim
316,261,595,Victim
317,262,268,Victim
318,263,472,Victim
319,264,493,Victim
320,265,88,Victim
321,266,51,Victim
322,267,51,Victim
323,268,539,Victim
324,269,255,Victim
325,270,163,Victim
326,271,383,Victim
327,272,24,Victim
328,273,299,Victim
329,274,478,Victim
330,275,518,Victim
331,275,509,Victim
332,276,131,Victim
333,277,355,Victim
334,278,418,Victim
335,279,549,Victim
336,280,44,Victim
337,280,198,Victim
338,281,441,Victim
339,282,541,Victim
340,283,49,Victim
341,284,587,Victim
342,285,302,Victim
343,286,574,Victim
344,287,371,Victim
345,288,563,Victim
346,289,150,Victim
347,290,527,Victim
348,291,286,Victim
349,292,289,Victim
350,293,165,Victim
351,293,579,Victim
352,294,208,Victim
353,294,354,Victim
354,295,479,Victim
355,296,97,Victim
356,297,166,Victim
357,298,238,Victim
358,299,413,Victim
359,300,336,Victim
360,301,408,Victim
361,302,236,Victim
362,303,37,Victim
363,303,452,Victim
364,304,473,Victim
365,305,1,Victim
366,306,555,Victim
367,307,590,Victim
368,308,495,Victim
369,309,502,Victim
370,310,116,Victim
371,311,222,Victim
372,312,291,Victim
373,312,90,Victim
374,313,540,Victim
375,313,572,Victim
376,314,523,Victim
377,315,7,Victim
378,316,6,Victim
379,317,228,Victim
380,317,434,Victim
381,318,109,Victim
382,319,567,Victim
383,320,585,Victim
384,321,180,Victim
385,322,104,Victim
386,322,438,Victim
387,323,316,Victim
388,324,120,Victim
389,325,335,Victim
390,326,568,Victim
391,327,285,Victim
392,328,153,Victim
393,329,482,Victim
394,330,143,Victim
395,331,255,Victim
396,332,289,Victim
397,333,359,Victim
398,333,390,Victim
399,334,553,Victim
400,335,63,Victim
401,336,228,Victim
402,337,357,Victim
403,338,28,Victim
404,339,111,Victim
405,339,351,Victim
406,340,180,Victim
407,340,117,Victim
408,341,206,Victim
409,342,273,Victim
410,343,566,Victim
411,344,509,Victim
412,344,405,Victim
413,345,51,Victim
414,346,143,Victim
415,346,27,Victim
416,347,586,Victim
417,348,267,Victim
418,348,312,Victim
419,349,486,Victim
420,350,517,Victim
421,351,438,Victim
422,352,300,Victim
423,353,396,Victim
424,354,43,Victim
425,355,255,Victim
426,355,367,Victim
427,356,23,Victim
428,357,67,Victim
429,358,108,Victim
430,358,232,Victim
431,359,93,Victim
432,359,336,Victim
433,360,433,Victim
434,361,498,Victim
435,362,446,Victim
436,362,442,Victim
437,363,519,Victim
438,364,10,Victim
439,364,436,Victim
440,365,103,Victim
441,366,131,Victim
442,366,201,Victim
443,367,491,Victim
444,368,333,Victim
445,369,158,Victim
446,369,459,Victim
447,370,569,Victim
448,371,236,Victim
449,371,333,Victim
450,372,354,Victim
451,372,177,Victim
452,373,329,Victim
453,374,323,Victim
454,374,493,Victim
455,375,571,Victim
456,375,232,Victim
457,376,218,Victim
458,377,493,Victim
459,377,396,Victim
460,378,564,Victim
461,379,389,Victim
462,379,449,Victim
463,380,231,Victim
464,381,568,Victim
465,382,497,Victim
466,383,368,Victim
467,384,93,Victim
468,385,461,Victim
469,386,145,Victim
470,386,130,Victim
471,387,574,Victim
472,388,61,Victim
473,389,452,Victim
474,390,336,Victim
475,391,528,Victim
476,392,219,Victim
477,392,369,Victim
478,393,307,Victim
479,393,555,Victim
480,394,344,Victim
481,395,103,Victim
482,395,86,Victim
483,396,240,Victim
484,397,188,Victim
485,398,363,Victim
486,399,285,Victim
487,400,383,Victim
488,401,450,Victim
489,402,403,Victim
490,403,551,Victim
491,404,432,Victim
492,404,48,Victim
493,405,468,Victim
494,406,247,Victim
495,406,430,Victim
496,407,564,Victim
497,408,516,Victim
498,409,243,Victim
499,410,142,Victim
500,410,173,Victim
501,411,538,Victim
502,412,134,Victim
503,412,450,Victim
504,413,59,Victim
505,413,353,Victim
506,414,76,Victim
507,414,481,Victim
508,415,84,Victim
509,416,525,Victim
510,417,353,Victim
511,418,329,Victim
512,419,585,Victim
513,420,375,Victim
514,421,344,Victim
515,422,23,Victim
516,423,246,Victim
517,423,14,Victim
518,424,162,Victim
519,425,508,Victim
520,426,266,Victim
521,427,410,Victim
522,428,47,Victim
523,429,408,Victim
524,429,542,Victim
525,430,253,Victim
526,430,353,Victim
527,431,228,Victim
528,431,363,Victim
529,432,205,Victim
530,432,391,Victim
531,433,490,Victim
532,434,580,Victim
533,435,251,Victim
534,435,69,Victim
535,436,14,Victim
536,437,583,Victim
537,438,462,Victim
538,439,315,Victim
539,440,190,Victim
540,441,119,Victim
541,442,388,Victim
542,443,317,Victim
543,444,279,Victim
544,445,166,Victim
545,446,315,Victim
546,447,575,Victim
547,448,9,Victim
548,449,129,Victim
549,450,209,Victim
550,451,268,Victim
551,451,370,Victim
552,452,200,Victim
553,452,318,Victim
554,453,322,Victim
555,454,60,Victim
556,454,159,Victim
557,455,157,Victim
558,456,468,Victim
559,456,374,Victim
560,457,570,Victim
561,458,168,Victim
562,459,424,Victim
563,459,109,Victim
564,460,42,Victim
565,461,49,Victim
566,462,37,Victim
567,463,571,Victim
568,464,454,Victim
569,465,321,Victim
570,466,368,Victim
571,467,326,Victim
572,468,28,Victim
573,469,156,Victim
574,470,544,Victim
575,471,534,Victim
576,471,336,Victim
577,472,198,Victim
578,473,458,Victim
579,474,22,Victim
580,475,241,Victim
581,475,564,Victim
582,476,570,Victim
583,477,466,Victim
584,478,473,Victim
585,478,65,Victim
586,479,273,Victim
587,480,18,Victim
588,481,167,Victim
589,481,352,Victim
590,482,449,Victim
591,483,199,Victim
592,483,517,Victim
593,484,171,Victim
594,485,259,Victim
595,486,109,Victim
596,487,365,Victim
597,487,209,Victim
598,488,425,Victim
599,489,433,Victim
600,490,189,Victim
601,491,448,Victim
602,492,404,Victim
603,493,570,Victim
604,494,460,Victim
605,495,542,Victim
606,496,32,Victim
607,497,487,Victim
608,498,525,Victim
609,499,140,Victim
610,499,590,Victim
611,500,349,Victim
612,500,168,Victim
613,501,380,Victim
614,502,474,Victim
615,503,102,Victim
616,503,273,Victim
617,504,504,Victim
618,505,383,Victim
619,506,82,Victim
620,507,515,Victim
621,508,411,Victim
622,509,500,Victim
623,510,388,Victim
624,510,420,Victim
625,511,307,Victim
626,512,278,Victim
627,513,584,Victim
628,513,178,Victim
629,514,273,Victim
630,515,454,Victim
631,516,430,Victim
632,516,24,Victim
633,517,68,Victim
634,518,148,Victim
635,518,284,Victim
636,519,220,Victim
637,520,33,Victim
638,521,250,Victim
639,522,484,Victim
640,523,7,Victim
641,524,85,Victim
642,525,81,Victim
643,526,550,Victim
644,527,475,Victim
645,528,581,Victim
646,529,277,Victim
647,530,152,Victim
648,530,15,Victim
649,531,534,Victim
650,532,596,Victim
651,533,398,Victim
652,533,251,Victim
653,534,379,Victim
654,535,589,Victim
655,536,228,Victim
656,536,526,Victim
657,537,198,Victim
658,538,355,Victim
659,538,579,Victim
660,539,92,Victim
661,540,333,Victim
662,541,243,Victim
663,542,326,Victim
664,543,453,Victim
665,543,419,Victim
666,544,309,Victim
667,545,168,Victim
668,546,256,Victim
669,547,101,Victim
670,548,103,Victim
671,549,14,Victim
672,550,364,Victim
673,551,346,Victim
674,552,29,Victim
675,553,430,Victim
676,554,405,Victim
677,555,122,Victim
678,556,265,Victim
679,557,324,Victim
680,557,235,Victim
681,558,334,Victim
682,559,460,Victim
683,560,393,Victim
684,561,475,Victim
685,561,126,Victim
686,562,309,Victim
687,562,516,Victim
688,563,439,Victim
689,564,487,Victim
690,565,538,Victim
691,566,486,Victim
692,567,212,Victim
693,568,381,Victim
694,568,117,Victim
695,569,273,Victim
696,570,299,Victim
697,570,598,Victim
698,571,34,Victim
699,571,408,Victim
700,572,164,Victim
701,572,587,Victim
702,573,211,Victim
703,574,11,Victim
704,575,357,Victim
705,575,198,Victim
706,576,415,Victim
707,577,552,Victim
708,578,509,Victim
709,579,458,Victim
710,580,436,Victim
711,580,124,Victim
712,581,97,Victim
713,582,135,Victim
714,583,241,Victim
715,583,175,Victim
716,584,197,Victim
717,585,327,Victim
718,585,383,Victim
719,586,93,Victim
720,587,351,Victim
721,587,54,Victim
722,588,165,Victim
723,589,57,Victim
724,590,114,Victim
725,590,211,Victim
726,591,183,Victim
727,592,349,Victim
728,593,80,Victim
729,594,141,Victim
730,595,179,Victim
731,595,94,Victim
732,596,301,Victim
733,597,240,Victim
734,597,414,Victim
735,598,42,Victim
736,599,406,Victim
737,600,17,Victim
738,601,516,Victim
739,602,80,Victim
740,603,581,Victim
741,604,415,Victim
742,605,429,Victim
743,606,285,Victim
744,607,352,Victim
745,608,160,Victim
746,608,423,Victim
747,609,304,Victim
748,609,307,Victim
749,610,116,Victim
750,610,395,Victim
751,611,271,Victim
752,611,288,Victim
753,612,383,Victim
754,613,386,Victim
755,614,286,Victim
756,615,237,Victim
757,615,439,Victim
758,616,52,Victim
759,617,159,Victim
760,618,261,Victim
761,619,69,Victim
762,620,589,Victim
763,621,155,Victim
764,622,379,Victim
765,623,298,Victim
766,624,174,Victim
767,625,471,Victim
768,626,132,Victim
769,627,171,Victim
770,628,463,Victim
771,628,267,Victim
772,629,320,Victim
773,630,558,Victim
774,631,212,Victim
775,632,572,Victim
776,633,551,Victim
777,634,482,Victim
778,635,591,Victim
779,636,498,Victim
780,637,440,Victim
781,638,162,Victim
782,639,505,Victim
783,640,562,Victim
784,641,323,Victim
785,642,65,Victim
786,643,184,Victim
787,644,127,Victim
788,645,507,Victim
789,646,7,Victim
790,647,575,Victim
791,648,347,Victim
792,649,538,Victim
793,650,72,Victim
794,651,78,Victim
795,652,516,Victim
796,653,431,Victim
797,654,290,Victim
798,655,519,Victim
799,656,104,Victim
800,656,134,Victim
801,657,168,Victim
802,657,141,Victim
803,658,132,Victim
804,658,210,Victim
805,659,479,Victim
806,660,456,Victim
807,660,158,Victim
808,661,285,Victim
809,662,425,Victim
810,663,417,Victim
811,664,63,Victim
812,665,590,Victim
813,666,522,Victim
814,667,93,Victim
815,667,363,Victim
816,668,372,Victim
817,669,533,Victim
818,670,493,Victim
819,671,302,Victim
820,672,594,Victim
821,673,73,Victim
822,674,595,Victim
823,675,409,Victim
824,676,101,Victim
825,677,567,Victim
826,678,231,Victim
827,678,196,Victim
828,679,367,Victim
829,679,131,Victim
830,680,105,Victim
831,680,157,Victim
832,681,146,Victim
833,682,68,Victim
834,682,443,Victim
835,683,522,Victim
836,684,261,Victim
837,685,85,Victim
838,686,308,Victim
839,687,248,Victim
840,688,426,Victim
841,689,214,Victim
842,690,169,Victim
843,691,599,Victim
844,692,343,Victim
845,692,352,Victim
846,693,240,Victim
847,694,325,Victim
848,695,549,Victim
849,696,47,Victim
850,697,184,Victim
851,697,201,Victim
852,698,158,Victim
853,699,285,Victim
854,699,39,Victim
855,700,229,Victim
856,701,191,Victim
857,702,485,Victim
858,703,414,Victim
859,703,380,Victim
860,704,164,Victim
861,705,398,Victim
862,706,440,Victim
863,707,528,Victim
864,707,202,Victim
865,708,144,Victim
866,709,304,Victim
867,710,424,Victim
868,711,585,Victim
869,712,281,Victim
870,712,547,Victim
871,713,86,Victim
872,714,253,Victim
873,715,103,Victim
874,716,476,Victim
875,717,378,Victim
876,717,503,Victim
877,718,357,Victim
878,719,180,Victim
879,719,509,Victim
880,720,227,Victim
881,720,60,Victim
882,721,137,Victim
883,722,525,Victim
884,723,418,Victim
885,724,367,Victim
886,725,322,Victim
887,725,199,Victim
888,726,75,Victim
889,727,466,Victim
890,728,476,Victim
891,728,572,Victim
892,729,22,Victim
893,730,398,Victim
894,731,367,Victim
895,732,189,Victim
896,733,347,Victim
897,734,347,Victim
898,735,93,Victim
899,736,392,Victim
900,736,215,Victim
901,737,600,Victim
902,738,349,Victim
903,739,353,Victim
904,740,303,Victim
905,741,590,Victim
906,742,490,Victim
907,743,510,Victim
908,744,147,Victim
909,745,350,Victim
910,746,148,Victim
911,747,437,Victim
912,748,342,Victim
913,749,142,Victim
914,749,75,Victim
915,750,581,Victim
916,750,475,Victim
917,751,160,Victim
918,752,116,Victim
919,753,218,Victim
920,754,137,Victim
921,754,25,Victim
922,755,340,Victim
923,756,63,Victim
924,757,361,Victim
925,758,474,Victim
926,759,585,Victim
927,760,357,Victim
928,761,69,Victim
929,762,441,Victim
930,763,8,Victim
931,763,549,Victim
932,764,144,Victim
933,765,501,Victim
934,766,409,Victim
935,767,389,Victim
936,767,374,Victim
937,768,118,Victim
938,769,570,Victim
939,770,397,Victim
940,770,291,Victim
941,771,511,Victim
942,771,132,Victim
943,772,118,Victim
944,773,39,Victim
945,774,557,Victim
946,775,141,Victim
947,776,358,Victim
948,777,239,Victim
949,778,222,Victim
950,779,584,Victim
951,780,489,Victim
952,781,397,Victim
953,782,370,Victim
954,783,19,Victim
955,784,166,Victim
956,784,233,Victim
957,785,588,Victim
958,786,262,Victim
959,786,51,Victim
960,787,275,Victim
961,788,31,Victim
962,789,346,Victim
963,790,201,Victim
964,791,65,Victim
965,791,432,Victim
966,792,476,Victim
967,793,282,Victim
968,794,357,Victim
969,795,226,Victim
970,796,171,Victim
971,796,436,Victim
972,797,442,Victim
973,798,129,Victim
974,798,429,Victim
975,799,249,Victim
976,800,25,Victim
977,801,329,Victim
978,802,55,Victim
979,803,463,Victim
980,804,534,Victim
981,805,211,Victim
982,806,74,Victim
983,807,79,Victim
984,808,439,Victim
985,809,329,Victim
986,810,347,Victim
987,811,452,Victim
988,811,557,Victim
989,812,401,Victim
990,813,407,Victim
991,814,4,Victim
992,814,29,Victim
993,815,60,Victim
994,816,458,Victim
995,817,128,Victim
996,818,97,Victim
997,818,418,Victim
998,819,595,Victim
999,819,600,Victim
1000,820,124,Victim
1001,821,231,Victim
1002,822,351,Victim
1003,823,125,Victim
1004,823,556,Victim
1005,824,346,Victim
1006,825,193,Victim
1007,826,185,Victim
1008,826,313,Victim
1009,827,558,Victim
1010,828,316,Victim
1011,829,67,Victim
1012,830,393,Victim
1013,831,551,Victim
1014,832,525,Victim
1015,833,39,Victim
1016,834,168,Victim
1017,834,573,Victim
1018,835,99,Victim
1019,836,387,Victim
1020,837,537,Victim
1021,838,300,Victim
1022,839,419,Victim
1023,840,35,Victim
1024,841,251,Victim
1025,842,2,Victim
1026,843,289,Victim
1027,844,226,Victim
1028,845,508,Victim
1029,846,488,Victim
1030,847,483,Victim
1031,848,538,Victim
1032,849,585,Victim
1033,849,81,Victim
1034,850,89,Victim
1035,850,561,Victim
1036,851,288,Victim
1037,852,70,Victim
1038,853,57,Victim
1039,854,307,Victim
1040,855,424,Victim
1041,855,318,Victim
1042,856,358,Victim
1043,856,216,Victim
1044,857,568,Victim
1045,857,385,Victim
1046,858,57,Victim
1047,859,105,Victim
1048,859,178,Victim
1049,860,195,Victim
1050,861,443,Victim
1051,861,244,Victim
1052,862,106,Victim
1053,863,156,Victim
1054,863,86,Victim
1055,864,583,Victim
1056,865,506,Victim
1057,866,529,Victim
1058,866,410,Victim
1059,867,594,Victim
1060,868,573,Victim
1061,869,91,Victim
1062,870,534,Victim
1063,871,368,Victim
1064,872,424,Victim
1065,873,215,Victim
1066,874,288,Victim
1067,874,589,Victim
1068,875,551,Victim
1069,876,343,Victim
1070,877,517,Victim
1071,878,172,Victim
1072,879,74,Victim
1073,880,42,Victim
1074,880,448,Victim
1075,881,358,Victim
1076,882,465,Victim
1077,883,23,Victim
1078,884,170,Victim
1079,885,371,Victim
1080,886,597,Victim
1081,887,259,Victim
1082,887,474,Victim
1083,888,277,Victim
1084,889,597,Victim
1085,890,310,Victim
1086,891,358,Victim
1087,892,32,Victim
1088,893,374,Victim
1089,894,466,Victim
1090,895,233,Victim
1091,896,234,Victim
1092,896,373,Victim
1093,897,536,Victim
1094,897,400,Victim
1095,898,151,Victim
1096,898,342,Victim
1097,899,546,Victim
1098,900,287,Victim
1099,901,399,Victim
1100,902,383,Victim
1101,903,232,Victim
1102,904,257,Victim
1103,905,558,Victim
1104,906,586,Victim
1105,907,419,Victim
1106,908,91,Victim
1107,908,155,Victim
1108,909,498,Victim
1109,910,569,Victim
1110,911,466,Victim
1111,912,271,Victim
1112,912,349,Victim
1113,913,53,Victim
1114,914,360,Victim
1115,915,358,Victim
1116,916,454,Victim
1117,917,88,Victim
1118,918,248,Victim
1119,918,54,Victim
1120,919,402,Victim
1121,920,120,Victim
1122,921,31,Victim
1123,922,36,Victim
1124,922,96,Victim
1125,923,318,Victim
1126,923,582,Victim
1127,924,81,Victim
1128,925,141,Victim
1129,926,408,Victim
1130,927,51,Victim
1131,928,509,Victim
1132,929,4,Victim
1133,930,169,Victim
1134,931,72,Victim
1135,932,474,Victim
1136,932,532,Victim
1137,933,301,Victim
1138,934,142,Victim
1139,935,472,Victim
1140,936,280,Victim
1141,937,168,Victim
1142,938,150,Victim
1143,939,454,Victim
1144,940,526,Victim
1145,941,236,Victim
1146,942,129,Victim
1147,943,307,Victim
1148,943,350,Victim
1149,944,354,Victim
1150,944,22,Victim
1151,945,528,Victim
1152,946,1,Victim
1153,947,518,Victim
1154,948,288,Victim
1155,949,391,Victim
1156,950,198,Victim
1157,951,262,Victim
1158,952,104,Victim
1159,953,17,Victim
1160,953,34,Victim
1161,954,165,Victim
1162,955,38,Victim
1163,956,61,Victim
1164,957,397,Victim
1165,958,294,Victim
1166,959,520,Victim
1167,960,199,Victim
1168,961,196,Victim
1169,961,73,Victim
1170,962,255,Victim
1171,963,312,Victim
1172,964,351,Victim
1173,965,304,Victim
1174,966,228,Victim
1175,967,296,Victim
1176,967,92,Victim
1177,968,38,Victim
1178,969,575,Victim
1179,970,498,Victim
1180,971,25,Victim
1181,972,351,Victim
1182,972,384,Victim
1183,973,115,Victim
1184,974,574,Victim
1185,975,128,Victim
1186,976,571,Victim
1187,977,244,Victim
1188,978,399,Victim
1189,978,55,Victim
1190,979,527,Victim
1191,980,415,Victim
1192,980,490,Victim
1193,981,74,Victim
1194,982,269,Victim
1195,983,234,Victim
1196,984,170,Victim
1197,984,191,Victim
1198,985,228,Victim
1199,986,494,Victim
1200,986,544,Victim
1201,987,521,Victim
1202,988,324,Victim
1203,988,355,Victim
1204,989,475,Victim
1205,990,573,Victim
1206,991,484,Victim
1207,992,161,Victim
1208,993,215,Victim
1209,994,446,Victim
1210,995,261,Victim
1211,995,383,Victim
1212,996,595,Victim
1213,997,340,Victim
1214,997,382,Victim
1215,998,314,Victim
1216,998,509,Victim
1217,999,182,Victim
1218,1000,317,Victim
1219,1001,91,Victim
1220,1002,584,Victim
1221,1003,73,Victim
1222,1004,592,Victim
1223,1005,525,Victim
1224,1006,597,Victim
1225,1007,352,Victim
1226,1008,582,Victim
1227,1009,224,Victim
1228,1009,314,Victim
1229,1010,3,Victim
1230,1011,192,Victim
1231,1012,494,Victim
1232,1013,317,Victim
1233,1014,106,Victim
1234,1015,349,Victim
1235,1016,421,Victim
1236,1017,39,Victim
1237,1018,118,Victim
1238,1018,392,Victim
1239,1019,492,Victim
1240,1020,555,Victim
1241,1021,516,Victim
1242,1022,564,Victim
1243,1023,465,Victim
1244,1024,201,Victim
1245,1025,478,Victim
1246,1026,570,Victim
1247,1027,60,Victim
1248,1027,292,Victim
1249,1028,53,Victim
1250,1029,177,Victim
1251,1030,265,Victim
1252,1031,405,Victim
1253,1032,372,Victim
1254,1033,28,Victim
1255,1034,548,Victim
1256,1034,257,Victim
1257,1035,204,Victim
1258,1036,304,Victim
1259,1036,560,Victim
1260,1037,302,Victim
1261,1038,148,Victim
1262,1039,119,Victim
1263,1040,256,Victim
1264,1041,412,Victim
1265,1042,307,Victim
1266,1043,215,Victim
1267,1044,363,Victim
1268,1045,324,Victim
1269,1046,172,Victim
1270,1046,554,Victim
1271,1047,555,Victim
1272,1048,8,Victim
1273,1048,417,Victim
1274,1049,38,Victim
1275,1050,24,Victim
1276,1050,320,Victim
1277,1051,432,Victim
1278,1052,183,Victim
1279,1053,286,Victim
1280,1053,164,Victim
1281,1054,511,Victim
1282,1054,94,Victim
1283,1055,203,Victim
1284,1056,362,Victim
1285,1056,507,Victim
1286,1057,573,Victim
1287,1057,230,Victim
1288,1058,69,Victim
1289,1059,526,Victim
1290,1060,447,Victim
1291,1060,240,Victim
1292,1061,259,Victim
1293,1062,485,Victim
1294,1063,89,Victim
1295,1064,587,Victim
1296,1065,308,Victim
1297,1066,24,Victim
1298,1067,471,Victim
1299,1067,156,Victim
1300,1068,451,Victim
1301,1068,32,Victim
1302,1069,254,Victim
1303,1070,32,Victim
1304,1071,333,Victim
1305,1071,555,Victim
1306,1072,212,Victim
1307,1073,492,Victim
1308,1074,106,Victim
1309,1075,385,Victim
1310,1075,78,Victim
1311,1076,92,Victim
1312,1077,424,Victim
1313,1078,544,Victim
1314,1079,194,Victim
1315,1080,339,Victim
1316,1080,591,Victim
1317,1081,363,Victim
1318,1082,121,Victim
1319,1083,291,Victim
1320,1084,154,Victim
1321,1085,484,Victim
1322,1086,123,Victim
1323,1086,78,Victim
1324,1087,529,Victim
1325,1087,560,Victim
1326,1088,98,Victim
1327,1089,209,Victim
1328,1090,252,Victim
1329,1091,517,Victim
1330,1092,453,Victim
1331,1093,136,Victim
1332,1094,34,Victim
1333,1094,473,Victim
1334,1095,589,Victim
1335,1096,410,Victim
1336,1096,164,Victim
1337,1097,320,Victim
1338,1098,85,Victim
1339,1099,366,Victim
1340,1100,439,Victim
1341,1100,535,Victim
1342,1101,83,Victim
1343,1102,415,Victim
1344,1103,1,Victim
1345,1104,345,Victim
1346,1105,17,Victim
1347,1105,150,Victim
1348,1106,578,Victim
