crime_offender_id,crime_id,offender_id,role
295,187,318,Accused
296,188,351,Accused
297,189,283,Accused
298,190,335,Accused
299,190,371,Accused
300,190,25,Accused
301,191,335,Accused
302,191,91,Accused
303,192,11,Accused
304,192,363,Accused
305,193,71,Accused
306,193,62,Accused
307,193,13,Accused
308,194,31,Accused
309,195,284,Accused
310,196,22,Accused
311,196,165,Accused
312,197,124,Accused
313,197,307,Accused
314,198,275,Accused
315,199,33,Accused
316,199,129,Accused
317,200,394,Accused
318,200,314,Accused
319,201,332,Accused
320,202,282,Accused
321,203,28,Accused
322,203,22,Accused
323,204,113,Accused
324,205,139,Accused
325,205,249,Accused
326,206,42,Accused
327,207,311,Accused
328,207,106,Accused
329,208,331,Accused
330,209,87,Accused
331,210,269,Accused
332,211,148,Accused
333,211,281,Accused
334,212,96,Accused
335,213,143,Accused
336,214,372,Accused
337,215,189,Accused
338,216,73,Accused
339,217,335,Accused
340,217,222,Accused
341,217,40,Accused
342,218,191,Accused
343,218,13,Accused
344,219,260,Accused
345,219,35,Accused
346,220,100,Accused
347,221,236,Accused
348,222,256,Accused
349,223,215,Accused
350,223,291,Accused
351,224,250,Accused
352,225,77,Accused
353,225,277,Accused
354,226,21,Accused
355,227,50,Accused
356,227,255,Accused
357,228,77,Accused
358,229,344,Accused
359,229,283,Accused
360,230,166,Accused
361,230,231,Accused
362,231,104,Accused
363,231,370,Accused
364,231,93,Accused
365,232,101,Accused
366,232,223,Accused
367,232,395,Accused
368,233,303,Accused
369,233,115,Accused
370,233,231,Accused
371,234,280,Accused
372,235,288,Accused
373,235,372,Accused
374,235,169,Accused
375,236,84,Accused
376,237,274,Accused
377,237,239,Accused
378,238,176,Accused
379,239,382,Accused
380,239,117,Accused
381,240,44,Accused
382,240,69,Accused
383,241,154,Accused
384,242,48,Accused
385,243,41,Accused
386,243,365,Accused
387,243,282,Accused
388,244,22,Accused
389,244,241,Accused
390,245,350,Accused
391,245,261,Accused
392,246,70,Accused
393,247,298,Accused
394,247,62,Accused
395,248,55,Accused
396,249,341,Accused
397,250,243,Accused
398,250,391,Accused
399,251,283,Accused
400,252,126,Accused
401,253,392,Accused
402,254,117,Accused
403,255,50,Accused
404,256,124,Accused
405,256,23,Accused
406,256,244,Accused
407,257,85,Accused
408,258,61,Accused
409,259,216,Accused
410,259,56,Accused
411,260,218,Accused
412,260,89,Accused
413,260,313,Accused
414,261,58,Accused
415,261,287,Accused
416,261,246,Accused
417,262,276,Accused
418,263,378,Accused
419,264,42,Accused
420,264,43,Accused
421,265,150,Accused
422,266,14,Accused
423,267,165,Accused
424,268,9,Accused
425,269,281,Accused
426,269,243,Accused
427,270,375,Accused
428,270,158,Accused
429,271,324,Accused
430,271,200,Accused
431,271,81,Accused
432,272,272,Accused
433,273,328,Accused
434,274,308,Accused
435,275,40,Accused
436,276,213,Accused
437,277,189,Accused
438,278,301,Accused
439,278,72,Accused
440,279,375,Accused
441,279,151,Accused
442,280,219,Accused
443,280,400,Accused
444,281,131,Accused
445,281,175,Accused
446,282,284,Accused
447,283,232,Accused
448,283,354,Accused
449,284,321,Accused
450,284,216,Accused
451,285,170,Accused
452,286,221,Accused
453,287,311,Accused
454,288,313,Accused
455,288,223,Accused
456,289,219,Accused
457,290,245,Accused
458,290,386,Accused
459,290,115,Accused
460,291,193,Accused
461,291,271,Accused
462,291,29,Accused
463,292,254,Accused
464,293,243,Accused
465,293,197,Accused
466,294,367,Accused
467,295,343,Accused
468,296,262,Accused
469,297,96,Accused
470,298,225,Accused
471,298,120,Accused
472,299,279,Accused
473,299,369,Accused
474,300,93,Accused
475,300,115,Accused
476,301,38,Accused
477,301,293,Accused
478,301,72,Accused
479,302,310,Accused
480,303,260,Accused
481,303,235,Accused
482,304,33,Accused
483,304,369,Accused
484,304,322,Accused
485,305,273,Accused
486,305,163,Accused
487,306,64,Accused
488,307,69,Accused
489,308,173,Accused
490,309,190,Accused
491,309,188,Accused
492,310,296,Accused
493,311,168,Accused
494,312,330,Accused
495,313,121,Accused
496,314,71,Accused
497,314,253,Accused
498,315,355,Accused
499,315,220,Accused
500,315,171,Accused
501,316,163,Accused
502,317,256,Accused
503,318,89,Accused
504,318,363,Accused
505,319,82,Accused
506,320,248,Accused
507,320,70,Accused
508,321,62,Accused
509,322,211,Accused
510,323,105,Accused
511,323,164,Accused
512,324,397,Accused
513,324,256,Accused
514,325,58,Accused
515,326,23,Accused
516,327,385,Accused
517,327,394,Accused
518,327,21,Accused
519,328,48,Accused
520,329,3,Accused
521,330,239,Accused
522,331,271,Accused
523,331,390,Accused
524,332,54,Accused
525,332,77,Accused
526,333,100,Accused
527,333,359,Accused
528,334,184,Accused
529,335,31,Accused
530,336,82,Accused
531,336,351,Accused
532,336,324,Accused
533,337,347,Accused
534,338,264,Accused
535,338,63,Accused
536,339,16,Accused
537,340,252,Accused
538,340,154,Accused
539,340,103,Accused
540,341,171,Accused
541,342,10,Accused
542,342,17,Accused
543,343,279,Accused
544,344,332,Accused
545,345,77,Accused
546,345,111,Accused
547,345,249,Accused
548,346,221,Accused
549,347,121,Accused
550,347,190,Accused
551,348,37,Accused
552,348,280,Accused
553,349,133,Accused
554,349,277,Accused
555,350,308,Accused
556,350,344,Accused
557,351,298,Accused
558,351,217,Accused
559,352,344,Accused
560,352,329,Accused
561,353,288,Accused
562,354,357,Accused
563,355,58,Accused
564,355,301,Accused
565,355,388,Accused
566,356,171,Accused
567,357,241,Accused
568,357,387,Accused
569,358,265,Accused
570,359,353,Accused
571,360,37,Accused
572,361,307,Accused
573,362,380,Accused
574,363,394,Accused
575,363,164,Accused
576,363,114,Accused
577,364,178,Accused
578,364,118,Accused
579,365,41,Accused
580,366,254,Accused
581,367,28,Accused
582,367,105,Accused
583,367,271,Accused
584,368,356,Accused
585,368,385,Accused
586,369,58,Accused
587,369,72,Accused
588,370,16,Accused
589,371,312,Accused
590,372,35,Accused
591,373,329,Accused
592,374,32,Accused
593,374,157,Accused
594,375,68,Accused
595,376,296,Accused
596,377,344,Accused
597,377,286,Accused
598,378,248,Accused
599,378,142,Accused
600,379,143,Accused
601,379,169,Accused
602,380,47,Accused
603,381,281,Accused
604,382,350,Accused
605,383,360,Accused
606,384,236,Accused
607,384,250,Accused
608,384,234,Accused
609,385,263,Accused
610,386,2,Accused
611,387,241,Accused
612,387,91,Accused
613,388,396,Accused
614,388,192,Accused
615,388,4,Accused
616,389,186,Accused
617,390,294,Accused
618,390,160,Accused
619,391,376,Accused
620,392,36,Accused
621,392,240,Accused
622,393,368,Accused
623,394,202,Accused
624,394,185,Accused
625,395,308,Accused
626,395,53,Accused
627,396,368,Accused
628,397,41,Accused
629,397,164,Accused
630,397,57,Accused
631,398,238,Accused
632,398,305,Accused
633,399,297,Accused
634,400,184,Accused
635,400,178,Accused
636,400,390,Accused
637,401,280,Accused
638,402,116,Accused
639,403,147,Accused
640,404,330,Accused
641,405,348,Accused
642,406,119,Accused
643,407,83,Accused
644,407,116,Accused
645,408,55,Accused
646,409,385,Accused
647,409,396,Accused
648,410,337,Accused
649,410,50,Accused
650,411,336,Accused
651,411,109,Accused
652,411,375,Accused
653,412,77,Accused
654,412,113,Accused
655,413,350,Accused
656,414,352,Accused
657,415,201,Accused
658,415,84,Accused
659,416,79,Accused
660,417,116,Accused
661,418,379,Accused
662,418,176,Accused
663,418,336,Accused
664,419,365,Accused
665,420,18,Accused
666,420,354,Accused
667,420,124,Accused
668,421,138,Accused
669,421,370,Accused
670,422,176,Accused
671,423,94,Accused
672,423,58,Accused
673,424,127,Accused
674,425,352,Accused
675,426,222,Accused
676,426,259,Accused
677,427,237,Accused
678,427,232,Accused
679,427,68,Accused
680,428,167,Accused
681,428,333,Accused
682,428,266,Accused
683,429,64,Accused
684,429,394,Accused
685,430,324,Accused
686,431,187,Accused
687,432,259,Accused
688,433,274,Accused
689,433,133,Accused
690,434,130,Accused
691,434,79,Accused
692,435,370,Accused
693,435,246,Accused
694,436,288,Accused
695,437,186,Accused
696,438,304,Accused
697,438,109,Accused
698,439,339,Accused
699,440,248,Accused
700,441,358,Accused
701,441,355,Accused
702,442,397,Accused
703,442,179,Accused
704,443,230,Accused
705,444,379,Accused
706,445,92,Accused
707,445,189,Accused
708,446,386,Accused
709,446,135,Accused
710,446,150,Accused
711,447,136,Accused
712,447,9,Accused
713,448,81,Accused
714,449,300,Accused
715,450,70,Accused
716,451,112,Accused
717,452,70,Accused
718,452,18,Accused
719,453,15,Accused
720,454,107,Accused
721,455,82,Accused
722,455,102,Accused
723,455,103,Accused
724,456,63,Accused
725,456,344,Accused
726,457,119,Accused
727,458,47,Accused
728,458,233,Accused
729,459,254,Accused
730,459,165,Accused
731,460,80,Accused
732,461,67,Accused
733,462,249,Accused
734,463,131,Accused
735,464,104,Accused
736,464,149,Accused
737,465,179,Accused
738,466,243,Accused
739,466,164,Accused
740,466,88,Accused
741,467,394,Accused
742,467,211,Accused
743,467,112,Accused
744,468,133,Accused
745,469,329,Accused
746,470,54,Accused
747,470,391,Accused
748,471,126,Accused
749,472,75,Accused
750,473,58,Accused
751,473,47,Accused
752,474,222,Accused
753,475,139,Accused
754,475,126,Accused
755,476,125,Accused
756,476,117,Accused
757,477,385,Accused
758,477,394,Accused
759,477,207,Accused
760,478,115,Accused
761,478,179,Accused
762,479,276,Accused
763,480,255,Accused
764,481,304,Accused
765,481,290,Accused
766,482,156,Accused
767,483,39,Accused
768,484,6,Accused
769,485,92,Accused
770,485,139,Accused
771,486,243,Accused
772,487,53,Accused
773,487,304,Accused
774,488,335,Accused
775,488,61,Accused
776,488,272,Accused
777,489,341,Accused
778,490,218,Accused
779,491,167,Accused
780,491,191,Accused
781,492,29,Accused
782,492,2,Accused
783,493,375,Accused
784,493,127,Accused
785,494,189,Accused
786,495,73,Accused
787,496,251,Accused
788,497,35,Accused
789,497,181,Accused
790,497,90,Accused
791,498,263,Accused
792,499,159,Accused
793,499,115,Accused
794,499,108,Accused
795,500,273,Accused
796,501,344,Accused
797,501,315,Accused
798,501,371,Accused
799,502,226,Accused
800,503,135,Accused
801,504,42,Accused
802,505,217,Accused
803,505,300,Accused
804,506,124,Accused
805,507,274,Accused
806,508,354,Accused
807,509,198,Accused
808,509,193,Accused
809,510,216,Accused
810,511,325,Accused
811,511,105,Accused
812,511,172,Accused
813,512,261,Accused
814,512,53,Accused
815,512,135,Accused
816,513,321,Accused
817,513,355,Accused
818,514,70,Accused
819,514,252,Accused
820,515,260,Accused
821,515,253,Accused
822,515,106,Accused
823,516,179,Accused
824,516,99,Accused
825,516,263,Accused
826,517,138,Accused
827,518,325,Accused
828,519,95,Accused
829,519,149,Accused
830,520,29,Accused
831,520,78,Accused
832,521,31,Accused
833,522,290,Accused
834,522,22,Accused
835,523,36,Accused
836,524,301,Accused
837,525,67,Accused
838,526,342,Accused
839,527,216,Accused
840,528,150,Accused
841,529,143,Accused
842,529,277,Accused
843,529,138,Accused
844,530,252,Accused
845,530,352,Accused
846,531,3,Accused
847,532,104,Accused
848,532,234,Accused
849,533,246,Accused
850,534,310,Accused
851,535,165,Accused
852,536,353,Accused
853,536,260,Accused
854,536,78,Accused
855,537,184,Accused
856,538,322,Accused
857,538,91,Accused
858,538,324,Accused
859,539,235,Accused
860,540,377,Accused
861,541,319,Accused
862,542,87,Accused
863,543,40,Accused
864,544,257,Accused
865,545,378,Accused
866,546,272,Accused
867,547,208,Accused
868,547,133,Accused
869,547,397,Accused
870,548,218,Accused
871,548,3,Accused
872,548,123,Accused
873,549,42,Accused
874,549,46,Accused
875,549,142,Accused
876,550,199,Accused
877,550,80,Accused
878,551,225,Accused
879,552,213,Accused
880,553,117,Accused
881,554,394,Accused
882,555,34,Accused
883,555,224,Accused
884,556,333,Accused
885,557,39,Accused
886,558,47,Accused
887,559,57,Accused
888,559,71,Accused
889,559,280,Accused
890,560,307,Accused
891,560,237,Accused
892,561,32,Accused
893,562,227,Accused
894,562,152,Accused
895,563,24,Accused
896,564,221,Accused
897,564,370,Accused
898,565,178,Accused
899,566,231,Accused
900,567,67,Accused
901,568,81,Accused
902,568,316,Accused
903,569,292,Accused
904,569,282,Accused
905,570,351,Accused
906,570,6,Accused
907,571,3,Accused
908,571,277,Accused
909,571,114,Accused
910,572,93,Accused
911,572,277,Accused
912,573,330,Accused
913,574,12,Accused
914,574,87,Accused
915,575,89,Accused
916,576,350,Accused
917,576,18,Accused
918,577,14,Accused
919,577,178,Accused
920,578,74,Accused
921,579,51,Accused
922,579,301,Accused
923,579,68,Accused
924,580,14,Accused
925,581,170,Accused
926,581,182,Accused
927,582,355,Accused
928,583,295,Accused
929,583,102,Accused
930,584,184,Accused
931,584,377,Accused
932,585,111,Accused
933,586,93,Accused
934,587,135,Accused
935,588,276,Accused
936,588,318,Accused
937,589,351,Accused
938,590,76,Accused
939,591,60,Accused
940,591,384,Accused
941,592,36,Accused
942,592,243,Accused
943,593,137,Accused
944,594,190,Accused
945,594,382,Accused
946,595,380,Accused
947,596,326,Accused
948,596,211,Accused
949,597,68,Accused
950,597,348,Accused
951,598,265,Accused
952,599,304,Accused
953,599,261,Accused
954,599,126,Accused
955,600,144,Accused
956,601,357,Accused
957,601,264,Accused
958,602,217,Accused
959,602,392,Accused
960,603,316,Accused
961,603,42,Accused
962,604,158,Accused
963,604,313,Accused
964,605,184,Accused
965,606,263,Accused
966,607,139,Accused
967,607,340,Accused
968,607,114,Accused
969,608,28,Accused
970,609,334,Accused
971,610,217,Accused
972,611,216,Accused
973,611,100,Accused
974,611,345,Accused
975,612,337,Accused
976,612,74,Accused
977,613,361,Accused
978,613,31,Accused
979,614,226,Accused
980,615,102,Accused
981,616,342,Accused
982,616,90,Accused
983,617,177,Accused
984,618,7,Accused
985,618,155,Accused
986,619,6,Accused
987,620,9,Accused
988,621,6,Accused
989,622,398,Accused
990,622,280,Accused
991,622,18,Accused
992,623,392,Accused
993,624,251,Accused
994,625,248,Accused
995,626,274,Accused
996,627,46,Accused
997,627,248,Accused
998,627,356,Accused
999,628,49,Accused
1000,628,165,Accused
1001,629,7,Accused
1002,629,368,Accused
1003,630,375,Accused
1004,630,21,Accused
1005,630,123,Accused
1006,631,145,Accused
1007,631,355,Accused
1008,631,224,Accused
1009,632,250,Accused
1010,632,22,Accused
1011,633,194,Accused
1012,633,52,Accused
1013,634,116,Accused
1014,635,294,Accused
1015,635,174,Accused
1016,636,155,Accused
1017,636,9,Accused
1018,637,329,Accused
1019,638,312,Accused
1020,639,238,Accused
1021,640,323,Accused
1022,641,316,Accused
1023,642,208,Accused
1024,642,9,Accused
1025,642,68,Accused
1026,643,32,Accused
1027,644,299,Accused
1028,644,28,Accused
1029,644,164,Accused
1030,645,166,Accused
1031,646,136,Accused
1032,647,133,Accused
1033,648,115,Accused
1034,648,370,Accused
1035,649,37,Accused
1036,650,354,Accused
1037,651,112,Accused
1038,652,161,Accused
1039,653,260,Accused
1040,653,86,Accused
1041,654,135,Accused
1042,654,211,Accused
1043,655,40,Accused
1044,656,303,Accused
1045,656,132,Accused
1046,657,358,Accused
1047,658,73,Accused
1048,659,190,Accused
1049,660,2,Accused
1050,661,260,Accused
1051,662,229,Accused
1052,663,3,Accused
1053,663,74,Accused
1054,663,104,Accused
1055,664,79,Accused
1056,664,109,Accused
1057,664,263,Accused
1058,665,311,Accused
1059,665,244,Accused
1060,666,354,Accused
1061,667,23,Accused
1062,668,273,Accused
1063,669,311,Accused
1064,670,85,Accused
1065,670,236,Accused
1066,671,240,Accused
1067,671,277,Accused
1068,672,320,Accused
1069,673,166,Accused
1070,674,309,Accused
1071,675,41,Accused
1072,676,336,Accused
1073,677,285,Accused
1074,678,212,Accused
1075,679,347,Accused
1076,680,248,Accused
1077,681,317,Accused
1078,681,229,Accused
1079,682,219,Accused
1080,682,153,Accused
1081,683,225,Accused
1082,684,36,Accused
1083,684,282,Accused
1084,685,183,Accused
1085,685,279,Accused
1086,686,147,Accused
1087,686,51,Accused
1088,687,208,Accused
1089,688,383,Accused
1090,689,21,Accused
1091,690,62,Accused
1092,690,141,Accused
1093,691,195,Accused
1094,691,112,Accused
1095,692,281,Accused
1096,692,166,Accused
1097,692,2,Accused
1098,693,387,Accused
1099,694,265,Accused
1100,695,27,Accused
1101,696,40,Accused
1102,696,281,Accused
1103,697,370,Accused
1104,697,37,Accused
1105,697,191,Accused
1106,698,49,Accused
1107,699,70,Accused
1108,700,132,Accused
1109,700,274,Accused
1110,701,65,Accused
1111,702,127,Accused
1112,702,224,Accused
1113,702,385,Accused
1114,703,197,Accused
1115,704,298,Accused
1116,705,149,Accused
1117,706,147,Accused
1118,706,211,Accused
1119,706,281,Accused
1120,707,202,Accused
1121,708,365,Accused
1122,709,325,Accused
1123,710,342,Accused
1124,711,87,Accused
1125,712,247,Accused
1126,712,337,Accused
1127,713,145,Accused
1128,714,318,Accused
1129,715,344,Accused
1130,716,9,Accused
1131,716,70,Accused
1132,717,110,Accused
1133,717,224,Accused
1134,717,244,Accused
1135,718,87,Accused
1136,718,128,Accused
1137,718,329,Accused
1138,719,86,Accused
1139,720,292,Accused
1140,721,234,Accused
1141,721,80,Accused
1142,722,93,Accused
1143,722,134,Accused
1144,722,21,Accused
1145,723,73,Accused
1146,724,80,Accused
1147,725,16,Accused
1148,726,277,Accused
1149,727,148,Accused
1150,727,241,Accused
1151,728,13,Accused
1152,728,345,Accused
1153,729,253,Accused
1154,729,191,Accused
1155,729,304,Accused
1156,730,35,Accused
1157,731,283,Accused
1158,732,5,Accused
1159,733,56,Accused
1160,734,337,Accused
1161,735,354,Accused
1162,736,91,Accused
1163,737,24,Accused
1164,738,193,Accused
1165,739,147,Accused
1166,740,379,Accused
1167,741,35,Accused
1168,741,65,Accused
1169,742,227,Accused
1170,743,213,Accused
1171,744,358,Accused
1172,745,292,Accused
1173,746,189,Accused
1174,747,226,Accused
1175,748,197,Accused
1176,749,351,Accused
1177,750,147,Accused
1178,750,177,Accused
1179,751,397,Accused
1180,751,125,Accused
1181,751,99,Accused
1182,752,267,Accused
1183,752,219,Accused
1184,753,279,Accused
1185,753,105,Accused
1186,754,147,Accused
1187,755,1,Accused
1188,755,40,Accused
1189,756,131,Accused
1190,757,159,Accused
1191,758,312,Accused
1192,759,217,Accused
1193,759,58,Accused
1194,760,330,Accused
1195,761,247,Accused
1196,761,172,Accused
1197,762,246,Accused
1198,763,98,Accused
1199,764,390,Accused
1200,765,152,Accused
1201,766,313,Accused
1202,767,145,Accused
1203,768,59,Accused
1204,769,173,Accused
1205,769,307,Accused
1206,770,259,Accused
1207,770,212,Accused
1208,771,304,Accused
1209,772,74,Accused
1210,773,30,Accused
1211,774,143,Accused
1212,775,263,Accused
1213,775,43,Accused
1214,776,46,Accused
1215,777,383,Accused
1216,777,158,Accused
1217,777,72,Accused
1218,778,337,Accused
1219,778,272,Accused
1220,779,354,Accused
1221,780,166,Accused
1222,781,64,Accused
1223,781,396,Accused
1224,781,226,Accused
1225,782,21,Accused
1226,783,73,Accused
1227,784,177,Accused
1228,784,77,Accused
1229,785,217,Accused
1230,785,72,Accused
1231,786,398,Accused
1232,787,182,Accused
1233,787,264,Accused
1234,788,161,Accused
1235,789,374,Accused
1236,790,389,Accused
1237,791,288,Accused
1238,792,34,Accused
1239,793,181,Accused
1240,794,367,Accused
1241,795,184,Accused
1242,796,244,Accused
1243,796,192,Accused
1244,797,43,Accused
1245,798,74,Accused
1246,799,30,Accused
1247,799,75,Accused
1248,800,57,Accused
1249,800,368,Accused
1250,801,248,Accused
1251,801,61,Accused
1252,801,348,Accused
1253,802,315,Accused
1254,803,184,Accused
1255,803,71,Accused
1256,804,398,Accused
1257,805,5,Accused
1258,806,341,Accused
1259,806,68,Accused
1260,807,282,Accused
1261,808,157,Accused
1262,809,335,Accused
1263,810,316,Accused
1264,811,196,Accused
1265,812,342,Accused
1266,812,195,Accused
1267,812,36,Accused
1268,813,262,Accused
1269,814,400,Accused
1270,815,330,Accused
1271,816,45,Accused
1272,817,70,Accused
1273,818,362,Accused
1274,818,161,Accused
1275,818,209,Accused
1276,819,109,Accused
1277,819,270,Accused
1278,820,354,Accused
1279,820,100,Accused
1280,821,398,Accused
1281,822,165,Accused
1282,823,362,Accused
1283,823,97,Accused
1284,823,208,Accused
1285,824,241,Accused
1286,824,307,Accused
1287,825,56,Accused
1288,826,362,Accused
1289,826,151,Accused
1290,827,8,Accused
1291,828,189,Accused
1292,828,4,Accused
1293,829,99,Accused
1294,830,330,Accused
1295,831,292,Accused
1296,831,178,Accused
1297,832,218,Accused
1298,833,314,Accused
1299,834,12,Accused
1300,834,296,Accused
1301,835,108,Accused
1302,836,379,Accused
1303,836,374,Accused
1304,836,313,Accused
1305,837,42,Accused
1306,837,14,Accused
1307,837,389,Accused
1308,838,352,Accused
1309,838,50,Accused
1310,838,197,Accused
1311,839,9,Accused
1312,839,331,Accused
1313,840,229,Accused
1314,841,265,Accused
1315,841,332,Accused
1316,842,44,Accused
1317,842,313,Accused
1318,843,383,Accused
1319,843,217,Accused
1320,843,111,Accused
1321,844,381,Accused
1322,844,25,Accused
1323,845,284,Accused
1324,845,310,Accused
1325,846,15,Accused
1326,846,386,Accused
1327,847,39,Accused
1328,848,370,Accused
1329,848,135,Accused
1330,849,134,Accused
1331,849,239,Accused
1332,849,15,Accused
1333,850,161,Accused
1334,851,250,Accused
1335,852,192,Accused
1336,852,9,Accused
1337,853,80,Accused
1338,854,86,Accused
1339,855,350,Accused
1340,855,359,Accused
1341,855,387,Accused
1342,856,396,Accused
1343,856,163,Accused
1344,856,274,Accused
1345,857,88,Accused
1346,858,367,Accused
1347,859,391,Accused
1348,860,33,Accused
1349,860,165,Accused
1350,861,380,Accused
1351,862,158,Accused
1352,863,258,Accused
1353,864,45,Accused
1354,864,382,Accused
1355,864,2,Accused
1356,865,238,Accused
1357,865,137,Accused
1358,866,329,Accused
1359,866,12,Accused
