ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
38,56,1,2021-06-04,1,1,3,2,1,90,1,0
39,57,2,2021-07-04,1,1,5,9,1,92,1,0
40,59,1,2023-03-17,4,3,17,37,3,94,1,0
41,61,2,2021-09-24,1,1,8,18,1,96,1,0
42,62,1,2025-12-08,1,1,7,15,1,97,1,0
43,63,2,2022-08-10,1,1,5,7,1,98,1,0
44,65,2,2024-09-01,1,6,27,59,6,104,1,0
45,66,1,2020-04-28,1,8,36,81,8,105,1,0
46,68,1,2022-10-04,1,8,38,85,8,109,1,0
47,69,1,2020-07-12,1,3,16,36,3,112,1,0
48,70,1,2022-11-05,1,1,8,18,1,115,1,0
49,71,1,2021-02-25,1,8,38,86,8,119,1,0
50,72,1,2024-10-19,1,5,23,51,5,120,1,0
51,73,2,2022-12-21,1,9,42,96,9,122,1,0
52,76,1,2020-05-17,1,2,12,27,2,125,1,0
53,77,2,2022-09-01,1,8,37,84,8,126,1,0
54,78,2,2024-06-02,1,11,49,109,11,127,1,0
55,80,2,2022-07-12,1,8,38,86,8,129,1,0
56,84,1,2025-10-21,1,8,37,83,8,136,1,0
57,85,1,2025-11-22,1,12,53,120,12,139,1,0
58,87,1,2020-02-23,1,5,25,57,5,145,1,0
59,89,1,2023-11-19,2,10,44,98,10,147,1,0
60,91,2,2023-03-30,1,5,24,52,5,149,1,0
61,92,1,2024-11-27,1,8,38,86,8,150,1,0
62,93,2,2021-02-22,1,12,54,123,12,151,1,0
63,94,2,2024-02-21,1,1,8,17,1,152,1,0
64,95,1,2023-11-19,1,2,12,26,2,155,1,0
65,96,2,2022-10-11,1,6,30,69,6,157,1,0
66,97,2,2022-03-31,1,10,45,101,10,158,1,0
67,99,2,2024-04-23,1,3,14,28,3,162,1,0
68,100,1,2021-05-13,1,1,5,7,1,163,1,0
69,101,2,2021-08-13,1,6,29,64,6,167,1,0
70,104,1,2024-08-02,1,5,24,54,5,172,1,0
71,107,2,2023-08-16,3,6,28,63,6,178,1,0
72,108,2,2022-03-02,1,11,49,111,11,181,1,0
73,110,1,2022-10-07,3,11,49,109,11,187,1,0
74,112,2,2021-06-02,1,5,25,57,5,191,1,0
75,113,1,2020-10-24,1,9,40,88,9,192,1,0
76,114,1,2020-10-05,1,11,48,108,11,194,1,0
77,116,1,2025-07-29,1,12,53,119,12,197,1,0
78,118,2,2022-03-29,1,6,30,68,6,199,1,0
79,119,2,2022-04-19,1,4,19,40,4,202,1,0
80,123,2,2023-01-15,1,2,12,27,2,208,1,0
81,124,2,2022-01-04,1,2,10,19,2,209,1,0
82,127,2,2021-10-04,1,2,10,20,2,213,1,0
83,128,2,2021-02-10,1,10,44,99,10,214,1,0
84,129,1,2022-07-26,1,6,27,58,6,215,1,0
85,134,2,2023-12-27,1,1,7,13,1,224,1,0
86,135,2,2021-11-08,1,9,40,88,9,227,1,0
87,136,1,2021-06-04,2,1,7,15,1,229,1,0
88,138,2,2024-08-11,1,11,49,109,11,231,1,0
89,140,2,2026-01-21,1,1,8,17,1,233,1,0
90,144,2,2023-12-16,2,1,5,8,1,238,1,0
91,147,2,2020-07-29,1,12,52,117,12,242,1,0
92,149,2,2021-04-09,1,11,50,112,11,247,1,0
93,151,1,2022-12-19,1,5,24,52,5,252,1,0
94,153,1,2021-06-25,1,2,11,22,2,254,1,1
95,156,2,2020-10-23,1,8,36,79,8,258,1,0
96,157,1,2022-06-12,1,9,40,89,9,260,1,0
97,160,1,2021-01-18,1,8,36,79,8,267,1,0
98,162,2,2024-04-04,1,9,42,95,9,270,1,0
99,165,2,2020-09-30,1,12,54,122,12,275,1,0
100,167,1,2025-10-13,1,11,50,114,11,278,1,0
101,168,1,2024-09-03,1,11,48,107,11,282,1,0
102,170,1,2025-07-27,1,4,19,42,4,285,1,0
103,171,1,2025-06-18,2,10,44,98,10,287,1,0
104,176,2,2023-08-09,1,2,12,26,2,296,1,0
105,178,1,2020-09-24,1,10,46,105,10,303,1,0
106,180,1,2021-08-07,1,9,41,92,9,305,1,0
107,181,1,2026-03-20,1,10,45,101,10,306,1,0
108,182,1,2023-06-07,1,1,3,2,1,307,1,0
109,183,2,2021-12-03,1,3,16,35,3,310,1,0
110,185,2,2021-09-04,1,6,30,68,6,313,1,0
111,186,1,2021-05-31,1,2,12,25,2,314,1,0
112,187,1,2022-12-04,1,1,8,16,1,315,1,0
113,192,2,2024-01-01,3,1,8,17,1,323,1,1
114,194,2,2021-03-14,1,10,44,99,10,325,1,0
115,195,1,2024-12-16,1,1,3,3,1,326,1,0
116,196,1,2021-10-26,1,5,24,54,5,328,1,0
117,199,2,2023-03-13,1,7,33,74,7,336,1,0
118,202,1,2023-12-25,1,7,32,72,7,339,1,0
119,204,2,2022-05-29,1,6,30,68,6,341,1,0
120,205,2,2020-09-15,1,2,12,26,2,343,1,0
121,207,2,2024-10-04,1,12,52,115,12,346,1,0
122,209,1,2020-10-28,3,6,29,64,6,349,1,0
123,210,2,2021-06-23,1,10,44,99,10,352,1,0
124,212,1,2020-10-10,2,5,25,55,5,355,1,0
125,213,2,2025-09-30,1,5,25,57,5,358,1,0
126,214,1,2023-07-17,1,12,53,119,12,359,1,0
127,215,2,2024-07-03,1,12,52,117,12,361,1,0
128,216,2,2022-02-27,1,4,19,41,4,363,1,0
129,218,1,2022-09-23,1,6,28,63,6,365,1,0
130,220,2,2020-09-29,1,1,6,12,1,367,1,0
131,222,1,2020-08-02,1,9,40,89,9,369,1,0
132,224,1,2023-08-09,1,11,50,113,11,371,1,0
133,225,2,2021-08-16,1,9,40,90,9,372,1,0
134,228,1,2020-07-19,1,8,36,80,8,377,1,0
135,229,2,2022-02-22,1,1,8,18,1,378,1,0
136,231,1,2023-02-09,1,8,37,82,8,380,1,0
137,232,1,2024-03-12,1,11,49,111,11,382,1,0
138,233,2,2023-04-15,4,2,12,25,2,383,1,0
139,238,1,2025-02-25,1,2,10,19,2,389,1,0
140,243,1,2020-05-31,1,2,12,26,2,399,1,0
141,244,2,2023-09-30,1,1,6,11,1,400,1,0
142,246,2,2020-03-07,1,2,10,19,2,404,1,0
143,248,1,2024-11-23,1,5,23,51,5,407,1,0
144,249,1,2022-05-09,1,10,45,100,10,409,1,0
145,250,2,2022-10-07,1,7,32,70,7,412,1,0
146,253,2,2025-01-15,1,3,14,28,3,417,1,0
147,255,2,2025-03-29,1,5,23,51,5,420,1,0
148,258,2,2021-10-03,1,6,28,62,6,424,1,0
149,260,2,2023-11-30,1,2,10,21,2,430,1,0
150,261,1,2025-08-01,1,11,49,111,11,431,1,0
151,262,1,2025-12-08,1,1,4,4,1,432,1,0
152,263,1,2022-08-27,1,5,24,54,5,433,1,0
153,264,1,2020-07-09,1,2,10,20,2,435,1,0
154,266,1,2022-07-14,1,4,20,43,4,437,1,0
155,267,1,2025-01-06,1,6,30,69,6,438,1,0
156,268,2,2021-11-30,1,10,45,101,10,439,1,0
157,270,1,2022-01-11,1,11,49,111,11,441,1,0
158,271,2,2025-12-06,1,1,3,3,1,442,1,0
159,272,2,2025-02-19,2,5,24,53,5,445,1,0
160,273,1,2023-03-12,1,10,46,103,10,447,1,0
161,275,2,2023-07-22,1,1,7,13,1,449,1,0
162,278,1,2025-07-05,1,5,24,52,5,455,1,0
163,280,2,2024-07-22,2,5,25,56,5,462,1,0
164,282,2,2025-09-05,1,12,54,123,12,468,1,0
165,283,2,2020-12-19,4,5,25,56,5,469,1,0
166,285,2,2020-07-18,1,1,4,5,1,474,1,0
167,286,2,2024-07-20,1,1,5,9,1,475,1,0
168,288,2,2025-12-14,1,11,48,106,11,480,1,0
169,289,1,2021-10-08,1,1,8,17,1,481,1,0
170,292,1,2021-08-27,1,5,24,54,5,486,1,0
171,293,1,2020-03-31,1,11,49,111,11,487,1,0
172,295,1,2020-01-21,1,6,28,62,6,489,1,0
173,298,2,2020-10-27,1,5,24,54,5,493,1,0
174,300,1,2022-05-05,1,7,32,72,7,496,1,0
175,301,1,2025-02-28,1,2,12,26,2,500,1,1
176,302,1,2023-09-14,1,9,42,95,9,501,1,0
177,304,2,2020-03-01,1,9,42,95,9,504,1,0
178,305,2,2022-12-08,1,6,30,68,6,506,1,0
179,306,1,2023-06-14,1,3,17,38,3,507,1,0
180,307,1,2022-12-13,1,12,53,120,12,511,1,0
181,309,2,2020-04-04,1,1,4,6,1,514,1,0
182,310,1,2025-09-15,1,2,12,27,2,515,1,0
183,313,2,2021-08-07,1,10,44,97,10,523,1,0
184,314,2,2020-05-07,1,4,20,45,4,524,1,0
185,315,2,2024-09-16,1,4,21,48,4,528,1,0
186,316,2,2024-08-31,1,2,11,22,2,529,1,0
187,317,2,2020-12-05,1,11,50,114,11,530,1,0
188,318,2,2024-10-19,1,5,25,55,5,531,1,0
189,319,1,2023-10-28,1,1,4,4,1,532,1,0
190,320,2,2025-10-20,1,6,29,66,6,533,1,0
191,322,2,2022-09-23,1,1,4,6,1,538,1,0
192,323,1,2023-05-06,4,12,52,115,12,539,1,1
193,324,1,2024-06-20,3,3,15,31,3,540,1,0
194,325,1,2023-07-07,3,1,6,10,1,541,1,0
195,326,2,2023-06-13,1,4,20,44,4,544,1,0
196,327,1,2023-09-12,1,2,11,22,2,545,1,0
197,328,1,2023-03-29,1,10,44,97,10,548,1,0
198,330,1,2020-10-21,1,3,17,37,3,551,1,0
199,331,1,2024-09-25,1,1,7,13,1,553,1,0
200,332,2,2025-11-23,1,11,48,107,11,557,1,0
201,333,1,2023-01-07,1,9,41,92,9,558,1,0
202,334,1,2024-11-03,1,12,54,123,12,562,1,0
203,335,1,2020-05-23,1,4,20,43,4,563,1,0
204,337,2,2023-09-29,1,1,4,5,1,566,1,0
205,339,1,2022-11-16,1,10,45,100,10,570,1,0
206,342,2,2023-08-03,1,11,48,106,11,576,1,0
207,344,1,2026-04-04,1,6,29,65,6,580,1,0
208,346,2,2024-12-09,1,2,11,24,2,584,1,0
209,347,1,2023-11-25,1,4,20,44,4,585,1,0
210,348,2,2022-06-16,1,4,21,48,4,586,1,0
211,349,2,2020-08-06,1,3,16,36,3,588,1,0
212,350,1,2024-02-10,1,5,24,53,5,589,1,0
213,351,2,2025-07-24,4,4,21,46,4,590,1,0
214,352,1,2022-04-26,1,9,42,95,9,592,1,0
215,356,1,2020-12-14,1,5,24,53,5,596,1,0
216,358,1,2025-09-29,1,12,54,123,12,601,1,0
217,364,2,2025-06-21,1,11,50,113,11,609,1,0
218,365,2,2020-08-17,3,1,7,13,1,610,1,0
219,366,1,2024-05-13,1,8,36,80,8,611,1,0
220,368,1,2023-11-10,1,6,30,68,6,614,1,0
221,369,2,2020-02-28,1,4,19,41,4,615,1,0
222,370,2,2024-03-24,1,3,17,37,3,616,1,0
223,371,2,2020-08-29,1,5,24,53,5,617,1,0
224,372,1,2023-08-19,1,7,33,75,7,618,1,0
225,373,2,2022-04-09,1,1,7,15,1,619,1,0
226,374,2,2021-04-17,1,10,46,105,10,620,1,0
227,376,1,2020-12-08,1,1,7,14,1,624,1,0
228,377,2,2021-04-23,1,10,44,99,10,625,1,0
229,378,2,2020-12-17,1,4,19,42,4,626,1,0
230,379,1,2020-11-09,1,7,33,74,7,629,1,0
231,380,2,2021-01-10,3,9,41,92,9,632,1,0
232,381,2,2020-09-19,1,4,19,41,4,633,1,0
233,384,1,2025-10-08,1,5,23,50,5,639,1,0
234,386,1,2020-10-05,1,1,6,10,1,641,1,0
235,387,1,2021-03-15,1,1,7,15,1,642,1,0
236,388,2,2021-04-30,1,5,25,55,5,643,1,0
237,389,1,2022-06-07,1,10,44,98,10,644,1,0
238,391,2,2020-07-06,1,11,50,113,11,647,1,0
239,392,1,2024-04-14,2,2,12,27,2,650,1,0
240,394,2,2022-09-08,1,5,23,49,5,654,1,0
241,395,2,2021-11-08,1,2,11,22,2,655,1,0
242,402,1,2025-09-27,1,5,24,52,5,669,1,0
243,406,1,2021-09-28,1,6,30,69,6,674,1,0
244,407,2,2025-02-23,1,4,19,40,4,676,1,0
245,408,1,2023-05-21,1,12,53,120,12,677,1,0
246,409,1,2023-08-21,1,7,32,71,7,679,1,0
247,411,1,2021-11-08,1,2,12,27,2,681,1,0
248,412,1,2024-09-22,1,1,8,16,1,682,1,0
249,416,2,2021-09-10,2,5,25,55,5,688,1,0
250,417,2,2022-07-01,1,4,21,47,4,689,1,0
251,418,1,2024-08-03,1,1,4,4,1,690,1,0
252,419,2,2023-10-03,1,1,5,9,1,691,1,0
253,421,2,2025-10-15,1,7,33,73,7,693,1,0
254,424,1,2024-09-10,1,12,53,118,12,703,1,0
255,425,1,2025-10-27,1,6,28,61,6,705,1,0
256,426,1,2022-08-02,1,2,11,24,2,707,1,0
257,428,2,2024-04-28,1,12,54,123,12,709,1,0
258,430,2,2023-09-11,1,2,12,26,2,712,1,0
259,431,1,2022-06-01,1,6,28,63,6,713,1,0
260,434,2,2021-02-26,1,4,20,45,4,718,1,0
261,435,2,2020-04-16,3,1,6,11,1,720,1,0
262,442,1,2025-01-12,3,4,21,48,4,731,1,0
263,443,2,2025-07-12,1,1,3,3,1,732,1,0
264,444,1,2024-04-30,4,2,12,26,2,733,1,0
265,446,1,2024-02-10,1,5,24,53,5,735,1,0
266,447,1,2026-03-15,1,1,3,2,1,737,1,0
267,448,1,2025-01-15,1,3,14,29,3,740,1,0
268,450,2,2022-02-21,1,8,38,86,8,743,1,0
269,452,1,2026-01-05,1,3,14,30,3,746,1,0
270,454,2,2023-12-27,2,10,44,99,10,749,1,0
271,455,2,2023-03-16,1,12,54,121,12,750,1,0
272,457,1,2024-06-25,1,10,46,103,10,754,1,0
273,458,1,2025-09-26,3,8,38,85,8,755,1,0
274,459,2,2025-01-23,1,6,29,65,6,756,1,0
275,460,2,2022-09-17,1,12,53,118,12,759,1,0
276,463,2,2022-09-01,1,4,19,40,4,762,1,0
277,465,2,2025-12-12,1,1,6,11,1,765,1,0
278,468,1,2025-12-13,2,5,23,51,5,770,1,0
279,471,1,2021-09-09,1,10,44,97,10,773,1,0
280,472,2,2026-01-01,1,1,4,6,1,774,1,0
281,474,2,2020-12-09,1,6,27,59,6,777,1,0
282,475,2,2021-08-08,1,8,37,84,8,778,1,0
283,477,2,2022-02-25,2,10,45,100,10,780,1,0
284,478,1,2024-06-07,1,4,20,44,4,782,1,0
285,480,1,2023-09-27,1,9,42,96,9,784,1,0
286,482,2,2022-05-06,1,5,23,49,5,786,1,0
287,483,1,2022-04-07,1,2,10,20,2,788,1,0
288,485,2,2023-09-29,1,5,23,49,5,790,1,0
289,486,1,2025-07-09,1,3,17,38,3,791,1,0
290,487,2,2025-08-01,1,1,3,3,1,793,1,0
291,489,2,2023-05-10,1,11,49,110,11,795,1,0
292,490,1,2021-03-22,1,4,20,45,4,796,1,0
293,492,2,2021-12-08,1,6,30,67,6,799,1,0
294,493,1,2021-08-25,2,3,17,38,3,800,1,0
295,496,2,2020-06-15,3,2,12,27,2,806,1,0
296,497,1,2024-04-04,1,9,40,90,9,807,1,0
297,498,1,2021-02-13,4,7,34,77,7,808,1,0
298,499,1,2020-11-24,1,4,21,48,4,811,1,0
299,500,2,2020-07-11,1,11,50,112,11,814,1,0
300,501,2,2020-11-26,2,1,8,16,1,816,1,0
301,502,1,2023-02-07,1,10,44,97,10,817,1,0
302,503,1,2024-03-17,1,3,15,32,3,819,1,0
303,504,2,2021-09-01,1,6,27,60,6,820,1,0
304,505,2,2023-04-09,1,5,25,57,5,821,1,0
305,506,2,2021-05-29,1,8,38,86,8,822,1,0
306,507,1,2023-10-19,1,9,41,91,9,823,1,0
307,508,2,2023-04-20,1,8,36,79,8,827,1,0
308,509,1,2023-01-21,4,3,15,31,3,830,1,0
309,511,1,2021-01-23,1,4,21,47,4,832,1,0
310,513,2,2020-03-28,1,10,44,97,10,835,1,0
311,523,2,2023-09-21,1,6,27,60,6,854,1,0
312,524,1,2022-06-24,1,5,24,53,5,855,1,0
313,526,1,2021-06-10,3,8,38,86,8,858,1,0
314,527,1,2023-03-01,1,7,33,74,7,860,1,0
315,529,2,2020-11-12,1,10,45,102,10,862,1,0
316,530,1,2021-06-18,1,11,49,109,11,865,1,0
317,531,2,2022-09-28,3,2,10,19,2,867,1,0
318,532,2,2020-10-22,1,4,21,46,4,869,1,0
319,533,2,2020-11-26,1,4,20,44,4,871,1,0
320,536,2,2024-02-08,4,10,44,99,10,875,1,0
321,537,1,2021-01-24,1,6,30,68,6,876,1,0
322,538,1,2021-03-02,1,1,6,11,1,877,1,0
323,539,1,2022-12-09,1,9,41,93,9,881,1,0
324,540,2,2021-12-16,1,1,7,13,1,882,1,0
325,542,2,2025-08-06,1,3,15,31,3,884,1,0
326,548,1,2024-11-15,1,4,19,40,4,896,1,0
327,549,2,2020-01-06,1,12,54,123,12,897,1,0
328,550,2,2021-06-20,1,4,21,46,4,899,1,0
329,551,2,2021-05-17,3,9,40,88,9,900,1,0
330,552,2,2020-08-25,1,2,12,27,2,903,1,0
331,555,2,2023-03-30,1,5,25,55,5,908,1,0
332,558,2,2022-01-08,1,4,20,45,4,913,1,0
333,559,1,2021-10-20,1,3,16,35,3,915,1,0
334,561,1,2025-03-23,1,4,20,45,4,919,1,0
335,563,2,2020-07-24,1,1,7,15,1,922,1,0
336,564,1,2026-03-08,1,10,45,100,10,923,1,0
337,565,2,2022-12-06,1,10,44,98,10,924,1,0
338,566,2,2025-12-01,1,1,6,10,1,926,1,0
339,569,1,2025-10-25,1,5,23,49,5,930,1,0
340,570,1,2021-11-07,1,1,8,16,1,932,1,0
341,572,2,2020-10-30,1,9,41,93,9,935,1,0
342,574,1,2023-02-01,1,7,34,76,7,937,1,0
343,575,2,2022-12-28,1,2,11,22,2,939,1,0
344,576,1,2021-09-09,1,8,38,86,8,941,1,0
345,577,2,2024-07-30,1,8,36,80,8,942,1,0
346,578,1,2020-07-24,1,5,24,52,5,943,1,0
347,579,1,2021-10-07,1,2,10,19,2,946,1,0
348,581,1,2026-01-20,1,10,46,105,10,950,1,0
349,582,1,2023-11-02,1,7,33,75,7,952,1,0
350,584,1,2020-08-04,1,1,5,9,1,955,1,0
351,586,2,2025-05-25,1,6,29,65,6,958,1,0
352,587,1,2022-03-02,4,6,29,65,6,959,1,0
353,588,1,2024-05-21,1,6,30,68,6,962,1,0
354,591,1,2023-01-07,1,1,4,4,1,966,1,0
355,592,2,2026-02-07,1,12,53,118,12,967,1,0
356,595,2,2023-03-01,1,10,44,98,10,970,1,0
357,603,2,2021-09-24,1,6,29,64,6,985,1,0
358,604,2,2024-02-04,1,6,30,67,6,986,1,0
359,605,1,2025-04-26,1,2,10,19,2,988,1,0
360,606,2,2020-12-27,1,1,8,18,1,990,1,0
361,607,2,2024-02-18,1,1,4,4,1,991,1,0
362,608,2,2022-11-14,1,10,46,104,10,992,1,0
363,612,2,2025-11-20,1,12,52,116,12,1000,1,1
364,613,2,2023-10-15,1,8,36,81,8,1002,1,0
365,614,2,2020-05-24,1,7,32,72,7,1003,1,0
366,616,2,2022-04-02,1,9,41,91,9,1007,1,0
367,617,1,2020-08-30,1,4,19,40,4,1008,1,0
368,618,2,2022-11-12,1,1,6,12,1,1009,1,0
369,620,2,2025-04-08,1,8,37,83,8,1012,1,0
370,621,1,2021-07-25,1,7,33,74,7,1014,1,0
371,622,1,2024-04-22,1,2,12,25,2,1015,1,0
372,624,1,2023-03-30,3,11,48,106,11,1017,1,0
373,625,1,2022-01-04,2,4,19,41,4,1018,1,0
374,626,2,2021-01-11,1,9,41,93,9,1019,1,0
375,627,1,2020-12-10,1,3,15,33,3,1021,1,0
376,628,2,2024-05-30,1,9,42,94,9,1023,1,0
377,629,1,2023-10-09,1,2,12,26,2,1024,1,0
378,631,2,2024-01-27,1,4,21,46,4,1026,1,0
379,632,2,2025-06-27,1,1,5,8,1,1027,1,0
380,634,2,2025-05-02,1,6,29,66,6,1032,1,0
381,637,2,2021-09-04,1,12,54,123,12,1040,1,0
382,638,2,2025-11-27,3,3,17,39,3,1041,1,0
383,639,1,2024-11-03,1,8,37,82,8,1044,1,0
384,640,2,2025-04-21,1,9,41,93,9,1045,1,0
385,642,2,2024-09-14,1,12,53,118,12,1048,1,0
386,644,1,2021-07-08,1,10,44,97,10,1051,1,0
387,645,1,2024-03-18,1,1,5,8,1,1052,1,0
388,646,2,2023-01-06,1,1,5,8,1,1053,1,0
389,647,1,2023-09-13,1,4,19,42,4,1055,1,0
390,648,1,2022-08-28,1,4,20,45,4,1056,1,0
391,649,2,2023-08-13,3,5,24,53,5,1057,1,0
392,650,1,2024-03-01,1,5,24,54,5,1060,1,0
393,651,1,2021-03-22,1,3,14,28,3,1063,1,0
394,652,1,2025-10-15,1,12,52,117,12,1064,1,0
395,653,2,2024-12-23,1,4,21,46,4,1065,1,0
396,655,1,2023-04-17,1,2,11,23,2,1069,1,0
397,656,1,2021-12-14,1,4,19,40,4,1071,1,0
398,659,2,2020-10-15,1,12,54,121,12,1076,1,0
399,660,2,2026-02-02,1,10,44,97,10,1077,1,0
400,662,2,2025-04-03,1,5,25,56,5,1079,1,0
401,663,1,2023-04-01,1,3,17,38,3,1080,1,0
402,664,2,2025-03-20,1,5,24,53,5,1081,1,0
403,666,2,2025-06-05,1,12,53,119,12,1083,1,0
404,668,1,2022-11-22,1,10,46,104,10,1086,1,0
405,670,2,2025-02-22,1,10,45,100,10,1088,1,0
406,671,2,2024-07-07,1,5,23,49,5,1090,1,0
407,672,2,2020-06-12,1,3,15,33,3,1091,1,0
408,673,2,2022-03-29,1,1,4,5,1,1092,1,0
409,675,1,2020-12-10,2,3,16,34,3,1098,1,0
410,676,1,2025-11-13,1,11,50,113,11,1100,1,0
411,677,2,2025-09-27,1,5,23,51,5,1101,1,0
412,679,2,2024-06-07,1,6,28,61,6,1104,1,0
413,680,2,2024-08-20,1,7,33,74,7,1105,1,0
414,682,1,2024-02-27,1,5,23,51,5,1108,1,0
415,684,2,2020-07-13,1,7,34,78,7,1110,1,0
416,685,1,2023-10-06,1,10,46,105,10,1111,1,0
417,686,1,2021-09-12,1,7,34,78,7,1112,1,0
418,688,1,2024-04-01,1,12,52,115,12,1114,1,0
419,689,1,2022-04-15,1,5,25,55,5,1115,1,0
420,690,1,2020-06-01,1,5,23,51,5,1117,1,0
421,691,2,2022-09-05,1,1,3,2,1,1120,1,0
422,692,2,2024-11-17,1,10,45,101,10,1121,1,0
423,693,2,2021-01-27,1,3,15,32,3,1124,1,0
424,695,2,2020-12-09,1,5,24,53,5,1129,1,0
425,696,2,2025-08-03,1,4,21,47,4,1130,1,0
426,697,1,2023-07-02,1,6,30,67,6,1131,1,0
427,699,2,2024-02-10,1,12,52,117,12,1134,1,0
428,700,1,2020-11-13,1,6,30,67,6,1135,1,0
429,701,2,2021-02-25,1,3,17,39,3,1136,1,0
430,702,2,2021-02-17,1,6,30,68,6,1137,1,0
431,703,2,2021-03-26,1,7,34,77,7,1139,1,0
432,705,1,2021-09-09,1,11,49,109,11,1141,1,0
433,706,1,2021-12-06,2,3,14,28,3,1142,1,0
434,707,1,2025-08-07,3,5,24,54,5,1144,1,0
435,708,2,2025-10-10,1,1,5,9,1,1145,1,0
436,710,2,2020-07-21,1,6,27,58,6,1148,1,0
437,712,2,2020-06-21,1,2,11,22,2,1154,1,0
438,714,1,2022-02-19,1,10,45,100,10,1156,1,0
439,715,1,2021-01-19,1,3,16,35,3,1158,1,0
440,716,1,2020-10-09,1,8,37,84,8,1159,1,0
441,718,2,2022-09-26,1,11,48,107,11,1163,1,0
442,719,1,2024-02-08,1,3,14,30,3,1167,1,0
443,722,2,2025-06-02,1,2,11,23,2,1170,1,0
444,723,1,2020-04-18,1,11,50,112,11,1173,1,0
445,724,2,2024-10-19,1,4,21,47,4,1174,1,0
446,726,2,2022-06-07,1,5,25,57,5,1181,1,0
447,727,2,2022-08-21,1,2,11,22,2,1182,1,0
448,728,2,2022-05-29,1,2,11,23,2,1183,1,0
449,729,2,2024-02-09,1,2,11,22,2,1184,1,0
450,730,2,2025-05-10,2,11,50,112,11,1187,1,1
451,731,2,2020-08-21,1,4,21,47,4,1188,1,0
452,736,1,2024-05-08,1,4,21,46,4,1201,1,0
453,737,1,2022-01-29,1,3,17,37,3,1203,1,0
454,738,1,2022-03-07,1,5,23,49,5,1204,1,0
455,741,1,2023-10-31,1,2,10,19,2,1211,1,0
456,742,1,2023-09-22,1,11,48,108,11,1213,1,0
457,745,1,2024-02-07,1,5,24,53,5,1219,1,0
458,748,2,2024-08-12,1,7,32,71,7,1223,1,0
459,749,1,2023-02-18,1,7,32,72,7,1224,1,0
460,751,1,2024-05-10,1,3,14,29,3,1227,1,0
461,753,2,2025-01-03,1,6,30,68,6,1230,1,0
462,754,2,2023-08-30,1,8,38,85,8,1234,1,0
463,756,2,2021-08-13,1,1,7,13,1,1236,1,0
464,757,1,2026-02-08,4,1,7,13,1,1239,1,1
465,759,1,2024-05-25,1,1,6,11,1,1242,1,0
466,760,1,2020-05-29,1,11,49,110,11,1243,1,0
467,766,1,2025-10-15,1,5,23,49,5,1257,1,0
468,767,2,2024-12-15,1,11,48,106,11,1258,1,0
469,772,1,2020-08-26,1,1,4,5,1,1264,1,0
470,773,1,2023-03-25,1,2,11,24,2,1265,1,0
471,774,2,2023-09-12,1,2,10,20,2,1266,1,0
